# This file is generated on 06-Dec-2021 at 11:47:10 and contains for each site, each satellite, frequency:
# att_comb_cdf_val = cdf value of total attenuation (dB); att_comb_cdf_prob = cdf probability of total attenuation(%).
# All parameters are computed by: ITU-R P.618-10 model.
# Total attenuation results are sorted acording to the site identification number:
#    _ 1 = Budapest (Lat = 4.7498e+01 deg, Lon = 1.9040e+01 deg, Alt = 5.2700e-01 km)
# Stored values are organised as follow:
# Site number, Satellite number, Frequency (GHz), att_comb_cdf_val (dB), att_comb_cdf_prob ()
1, 3, 3.7500e+01, 9.8350e-01, 1.9000e+01
1, 3, 3.7500e+01, 6.8156e-01, 3.0000e+01
1, 3, 3.7500e+01, 7.5346e+01, 5.0000e-04
1, 3, 3.7500e+01, 6.7328e+01, 1.0000e-03
1, 3, 3.7500e+01, 5.2993e+01, 3.0000e-03
1, 3, 3.7500e+01, 4.6247e+01, 5.0000e-03
1, 3, 3.7500e+01, 3.7530e+01, 1.0000e-02
1, 3, 3.7500e+01, 3.2089e+01, 1.6000e-02
1, 3, 3.7500e+01, 2.6599e+01, 2.7000e-02
1, 3, 3.7500e+01, 2.1880e+01, 4.5000e-02
1, 3, 3.7500e+01, 1.7623e+01, 7.7000e-02
1, 3, 3.7500e+01, 1.4092e+01, 1.3000e-01
1, 3, 3.7500e+01, 1.1355e+01, 2.1000e-01
1, 3, 3.7500e+01, 8.9423e+00, 3.5000e-01
1, 3, 3.7500e+01, 6.8858e+00, 6.0000e-01
1, 3, 3.7500e+01, 5.5006e+00, 9.5000e-01
1, 3, 3.7500e+01, 4.0947e+00, 1.7000e+00
1, 3, 3.7500e+01, 3.0603e+00, 3.0000e+00
1, 3, 3.7500e+01, 2.2915e+00, 5.1000e+00
1, 3, 3.7500e+01, 1.7253e+00, 8.3000e+00
1, 3, 3.7500e+01, 1.3665e+00, 1.2000e+01
1, 3, 3.7500e+01, 9.8350e-01, 1.9000e+01
1, 3, 3.7500e+01, 6.8156e-01, 3.0000e+01
1, 3, 3.7500e+01, 7.5346e+01, 5.0000e-04
1, 3, 3.7500e+01, 6.7328e+01, 1.0000e-03
1, 3, 3.7500e+01, 5.2993e+01, 3.0000e-03
1, 3, 3.7500e+01, 4.6247e+01, 5.0000e-03
1, 3, 3.7500e+01, 3.7530e+01, 1.0000e-02
1, 3, 3.7500e+01, 3.2089e+01, 1.6000e-02
1, 3, 3.7500e+01, 2.6599e+01, 2.7000e-02
1, 3, 3.7500e+01, 2.1880e+01, 4.5000e-02
1, 3, 3.7500e+01, 1.7623e+01, 7.7000e-02
1, 3, 3.7500e+01, 1.4092e+01, 1.3000e-01
1, 3, 3.7500e+01, 1.1355e+01, 2.1000e-01
1, 3, 3.7500e+01, 8.9423e+00, 3.5000e-01
1, 3, 3.7500e+01, 6.8858e+00, 6.0000e-01
1, 3, 3.7500e+01, 5.5006e+00, 9.5000e-01
1, 3, 3.7500e+01, 4.0947e+00, 1.7000e+00
1, 3, 3.7500e+01, 3.0603e+00, 3.0000e+00
1, 3, 3.7500e+01, 2.2915e+00, 5.1000e+00
1, 3, 3.7500e+01, 1.7253e+00, 8.3000e+00
1, 3, 3.7500e+01, 1.3665e+00, 1.2000e+01
1, 3, 3.7500e+01, 9.8350e-01, 1.9000e+01
1, 3, 3.7500e+01, 6.8156e-01, 3.0000e+01
1, 4, 3.7500e+01, 7.4755e+01, 5.0000e-04
1, 4, 3.7500e+01, 6.6776e+01, 1.0000e-03
1, 4, 3.7500e+01, 5.2524e+01, 3.0000e-03
1, 4, 3.7500e+01, 4.5822e+01, 5.0000e-03
1, 4, 3.7500e+01, 3.7163e+01, 1.0000e-02
1, 4, 3.7500e+01, 3.1760e+01, 1.6000e-02
1, 4, 3.7500e+01, 2.6311e+01, 2.7000e-02
1, 4, 3.7500e+01, 2.1627e+01, 4.5000e-02
1, 4, 3.7500e+01, 1.7404e+01, 7.7000e-02
1, 4, 3.7500e+01, 1.3903e+01, 1.3000e-01
1, 4, 3.7500e+01, 1.1192e+01, 2.1000e-01
1, 4, 3.7500e+01, 8.8039e+00, 3.5000e-01
1, 4, 3.7500e+01, 6.7703e+00, 6.0000e-01
1, 4, 3.7500e+01, 5.4013e+00, 9.5000e-01
1, 4, 3.7500e+01, 4.0141e+00, 1.7000e+00
1, 4, 3.7500e+01, 2.9947e+00, 3.0000e+00
1, 4, 3.7500e+01, 2.2390e+00, 5.1000e+00
1, 4, 3.7500e+01, 1.6837e+00, 8.3000e+00
1, 4, 3.7500e+01, 1.3326e+00, 1.2000e+01
1, 4, 3.7500e+01, 9.5849e-01, 1.9000e+01
1, 4, 3.7500e+01, 6.6403e-01, 3.0000e+01
1, 4, 3.7500e+01, 7.4755e+01, 5.0000e-04
1, 4, 3.7500e+01, 6.6776e+01, 1.0000e-03
1, 4, 3.7500e+01, 5.2524e+01, 3.0000e-03
1, 4, 3.7500e+01, 4.5822e+01, 5.0000e-03
1, 4, 3.7500e+01, 3.7163e+01, 1.0000e-02
1, 4, 3.7500e+01, 3.1760e+01, 1.6000e-02
1, 4, 3.7500e+01, 2.6311e+01, 2.7000e-02
1, 4, 3.7500e+01, 2.1627e+01, 4.5000e-02
1, 4, 3.7500e+01, 1.7404e+01, 7.7000e-02
1, 4, 3.7500e+01, 1.3903e+01, 1.3000e-01
1, 4, 3.7500e+01, 1.1192e+01, 2.1000e-01
1, 4, 3.7500e+01, 8.8039e+00, 3.5000e-01
1, 4, 3.7500e+01, 6.7703e+00, 6.0000e-01
1, 4, 3.7500e+01, 5.4013e+00, 9.5000e-01
1, 4, 3.7500e+01, 4.0141e+00, 1.7000e+00
1, 4, 3.7500e+01, 2.9947e+00, 3.0000e+00
1, 4, 3.7500e+01, 2.2390e+00, 5.1000e+00
1, 4, 3.7500e+01, 1.6837e+00, 8.3000e+00
1, 4, 3.7500e+01, 1.3326e+00, 1.2000e+01
1, 4, 3.7500e+01, 9.5849e-01, 1.9000e+01
1, 4, 3.7500e+01, 6.6403e-01, 3.0000e+01
1, 4, 3.7500e+01, 7.4755e+01, 5.0000e-04
1, 4, 3.7500e+01, 6.6776e+01, 1.0000e-03
1, 4, 3.7500e+01, 5.2524e+01, 3.0000e-03
1, 4, 3.7500e+01, 4.5822e+01, 5.0000e-03
1, 4, 3.7500e+01, 3.7163e+01, 1.0000e-02
1, 4, 3.7500e+01, 3.1760e+01, 1.6000e-02
1, 4, 3.7500e+01, 2.6311e+01, 2.7000e-02
1, 4, 3.7500e+01, 2.1627e+01, 4.5000e-02
1, 4, 3.7500e+01, 1.7404e+01, 7.7000e-02
1, 4, 3.7500e+01, 1.3903e+01, 1.3000e-01
1, 4, 3.7500e+01, 1.1192e+01, 2.1000e-01
1, 4, 3.7500e+01, 8.8039e+00, 3.5000e-01
1, 4, 3.7500e+01, 6.7703e+00, 6.0000e-01
1, 4, 3.7500e+01, 5.4013e+00, 9.5000e-01
1, 4, 3.7500e+01, 4.0141e+00, 1.7000e+00
1, 4, 3.7500e+01, 2.9947e+00, 3.0000e+00
1, 4, 3.7500e+01, 2.2390e+00, 5.1000e+00
1, 4, 3.7500e+01, 1.6837e+00, 8.3000e+00
1, 4, 3.7500e+01, 1.3326e+00, 1.2000e+01
1, 4, 3.7500e+01, 9.5849e-01, 1.9000e+01
1, 4, 3.7500e+01, 6.6403e-01, 3.0000e+01
1, 4, 3.7500e+01, 7.4755e+01, 5.0000e-04
1, 4, 3.7500e+01, 6.6776e+01, 1.0000e-03
1, 4, 3.7500e+01, 5.2524e+01, 3.0000e-03
1, 4, 3.7500e+01, 4.5822e+01, 5.0000e-03
1, 4, 3.7500e+01, 3.7163e+01, 1.0000e-02
1, 4, 3.7500e+01, 3.1760e+01, 1.6000e-02
1, 4, 3.7500e+01, 2.6311e+01, 2.7000e-02
1, 4, 3.7500e+01, 2.1627e+01, 4.5000e-02
1, 4, 3.7500e+01, 1.7404e+01, 7.7000e-02
1, 4, 3.7500e+01, 1.3903e+01, 1.3000e-01
1, 4, 3.7500e+01, 1.1192e+01, 2.1000e-01
1, 4, 3.7500e+01, 8.8039e+00, 3.5000e-01
1, 4, 3.7500e+01, 6.7703e+00, 6.0000e-01
1, 4, 3.7500e+01, 5.4013e+00, 9.5000e-01
1, 4, 3.7500e+01, 4.0141e+00, 1.7000e+00
1, 4, 3.7500e+01, 2.9947e+00, 3.0000e+00
1, 4, 3.7500e+01, 2.2390e+00, 5.1000e+00
1, 4, 3.7500e+01, 1.6837e+00, 8.3000e+00
1, 4, 3.7500e+01, 1.3326e+00, 1.2000e+01
1, 4, 3.7500e+01, 9.5849e-01, 1.9000e+01
1, 4, 3.7500e+01, 6.6403e-01, 3.0000e+01
1, 4, 3.7500e+01, 7.4755e+01, 5.0000e-04
1, 4, 3.7500e+01, 6.6776e+01, 1.0000e-03
1, 4, 3.7500e+01, 5.2524e+01, 3.0000e-03
1, 4, 3.7500e+01, 4.5822e+01, 5.0000e-03
1, 4, 3.7500e+01, 3.7163e+01, 1.0000e-02
1, 4, 3.7500e+01, 3.1760e+01, 1.6000e-02
1, 4, 3.7500e+01, 2.6311e+01, 2.7000e-02
1, 4, 3.7500e+01, 2.1627e+01, 4.5000e-02
1, 4, 3.7500e+01, 1.7404e+01, 7.7000e-02
1, 4, 3.7500e+01, 1.3903e+01, 1.3000e-01
1, 4, 3.7500e+01, 1.1192e+01, 2.1000e-01
1, 4, 3.7500e+01, 8.8039e+00, 3.5000e-01
1, 4, 3.7500e+01, 6.7703e+00, 6.0000e-01
1, 4, 3.7500e+01, 5.4013e+00, 9.5000e-01
1, 4, 3.7500e+01, 4.0141e+00, 1.7000e+00
1, 4, 3.7500e+01, 2.9947e+00, 3.0000e+00
1, 4, 3.7500e+01, 2.2390e+00, 5.1000e+00
1, 4, 3.7500e+01, 1.6837e+00, 8.3000e+00
1, 4, 3.7500e+01, 1.3326e+00, 1.2000e+01
1, 4, 3.7500e+01, 9.5849e-01, 1.9000e+01
1, 4, 3.7500e+01, 6.6403e-01, 3.0000e+01
1, 4, 3.7500e+01, 7.4755e+01, 5.0000e-04
1, 4, 3.7500e+01, 6.6776e+01, 1.0000e-03
1, 4, 3.7500e+01, 5.2524e+01, 3.0000e-03
1, 4, 3.7500e+01, 4.5822e+01, 5.0000e-03
1, 4, 3.7500e+01, 3.7163e+01, 1.0000e-02
1, 4, 3.7500e+01, 3.1760e+01, 1.6000e-02
1, 4, 3.7500e+01, 2.6311e+01, 2.7000e-02
1, 4, 3.7500e+01, 2.1627e+01, 4.5000e-02
1, 4, 3.7500e+01, 1.7404e+01, 7.7000e-02
1, 4, 3.7500e+01, 1.3903e+01, 1.3000e-01
1, 4, 3.7500e+01, 1.1192e+01, 2.1000e-01
1, 4, 3.7500e+01, 8.8039e+00, 3.5000e-01
1, 4, 3.7500e+01, 6.7703e+00, 6.0000e-01
1, 4, 3.7500e+01, 5.4013e+00, 9.5000e-01
1, 4, 3.7500e+01, 4.0141e+00, 1.7000e+00
1, 4, 3.7500e+01, 2.9947e+00, 3.0000e+00
1, 4, 3.7500e+01, 2.2390e+00, 5.1000e+00
1, 4, 3.7500e+01, 1.6837e+00, 8.3000e+00
1, 4, 3.7500e+01, 1.3326e+00, 1.2000e+01
1, 4, 3.7500e+01, 9.5849e-01, 1.9000e+01
1, 4, 3.7500e+01, 6.6403e-01, 3.0000e+01
1, 4, 3.7500e+01, 7.4755e+01, 5.0000e-04
1, 4, 3.7500e+01, 6.6776e+01, 1.0000e-03
1, 4, 3.7500e+01, 5.2524e+01, 3.0000e-03
1, 4, 3.7500e+01, 4.5822e+01, 5.0000e-03
1, 4, 3.7500e+01, 3.7163e+01, 1.0000e-02
1, 4, 3.7500e+01, 3.1760e+01, 1.6000e-02
1, 4, 3.7500e+01, 2.6311e+01, 2.7000e-02
1, 4, 3.7500e+01, 2.1627e+01, 4.5000e-02
1, 4, 3.7500e+01, 1.7404e+01, 7.7000e-02
1, 4, 3.7500e+01, 1.3903e+01, 1.3000e-01
1, 4, 3.7500e+01, 1.1192e+01, 2.1000e-01
1, 4, 3.7500e+01, 8.8039e+00, 3.5000e-01
1, 4, 3.7500e+01, 6.7703e+00, 6.0000e-01
1, 4, 3.7500e+01, 5.4013e+00, 9.5000e-01
1, 4, 3.7500e+01, 4.0141e+00, 1.7000e+00
1, 4, 3.7500e+01, 2.9947e+00, 3.0000e+00
1, 4, 3.7500e+01, 2.2390e+00, 5.1000e+00
1, 4, 3.7500e+01, 1.6837e+00, 8.3000e+00
1, 4, 3.7500e+01, 1.3326e+00, 1.2000e+01
1, 4, 3.7500e+01, 9.5849e-01, 1.9000e+01
1, 4, 3.7500e+01, 6.6403e-01, 3.0000e+01
1, 4, 3.7500e+01, 7.4755e+01, 5.0000e-04
1, 4, 3.7500e+01, 6.6776e+01, 1.0000e-03
1, 4, 3.7500e+01, 5.2524e+01, 3.0000e-03
1, 4, 3.7500e+01, 4.5822e+01, 5.0000e-03
1, 4, 3.7500e+01, 3.7163e+01, 1.0000e-02
1, 4, 3.7500e+01, 3.1760e+01, 1.6000e-02
1, 4, 3.7500e+01, 2.6311e+01, 2.7000e-02
1, 4, 3.7500e+01, 2.1627e+01, 4.5000e-02
1, 4, 3.7500e+01, 1.7404e+01, 7.7000e-02
1, 4, 3.7500e+01, 1.3903e+01, 1.3000e-01
1, 4, 3.7500e+01, 1.1192e+01, 2.1000e-01
1, 4, 3.7500e+01, 8.8039e+00, 3.5000e-01
1, 4, 3.7500e+01, 6.7703e+00, 6.0000e-01
1, 4, 3.7500e+01, 5.4013e+00, 9.5000e-01
1, 4, 3.7500e+01, 4.0141e+00, 1.7000e+00
1, 4, 3.7500e+01, 2.9947e+00, 3.0000e+00
1, 4, 3.7500e+01, 2.2390e+00, 5.1000e+00
1, 4, 3.7500e+01, 1.6837e+00, 8.3000e+00
1, 4, 3.7500e+01, 1.3326e+00, 1.2000e+01
1, 4, 3.7500e+01, 9.5849e-01, 1.9000e+01
1, 4, 3.7500e+01, 6.6403e-01, 3.0000e+01
1, 4, 3.7500e+01, 7.4755e+01, 5.0000e-04
1, 4, 3.7500e+01, 6.6776e+01, 1.0000e-03
1, 4, 3.7500e+01, 5.2524e+01, 3.0000e-03
1, 4, 3.7500e+01, 4.5822e+01, 5.0000e-03
1, 4, 3.7500e+01, 3.7163e+01, 1.0000e-02
1, 4, 3.7500e+01, 3.1760e+01, 1.6000e-02
1, 4, 3.7500e+01, 2.6311e+01, 2.7000e-02
1, 4, 3.7500e+01, 2.1627e+01, 4.5000e-02
1, 4, 3.7500e+01, 1.7404e+01, 7.7000e-02
1, 4, 3.7500e+01, 1.3903e+01, 1.3000e-01
1, 4, 3.7500e+01, 1.1192e+01, 2.1000e-01
1, 4, 3.7500e+01, 8.8039e+00, 3.5000e-01
1, 4, 3.7500e+01, 6.7703e+00, 6.0000e-01
1, 4, 3.7500e+01, 5.4013e+00, 9.5000e-01
1, 4, 3.7500e+01, 4.0141e+00, 1.7000e+00
1, 4, 3.7500e+01, 2.9947e+00, 3.0000e+00
1, 4, 3.7500e+01, 2.2390e+00, 5.1000e+00
1, 4, 3.7500e+01, 1.6837e+00, 8.3000e+00
1, 4, 3.7500e+01, 1.3326e+00, 1.2000e+01
1, 4, 3.7500e+01, 9.5849e-01, 1.9000e+01
1, 4, 3.7500e+01, 6.6403e-01, 3.0000e+01
1, 4, 3.7500e+01, 7.4755e+01, 5.0000e-04
1, 4, 3.7500e+01, 6.6776e+01, 1.0000e-03
1, 4, 3.7500e+01, 5.2524e+01, 3.0000e-03
1, 4, 3.7500e+01, 4.5822e+01, 5.0000e-03
1, 4, 3.7500e+01, 3.7163e+01, 1.0000e-02
1, 4, 3.7500e+01, 3.1760e+01, 1.6000e-02
1, 4, 3.7500e+01, 2.6311e+01, 2.7000e-02
1, 4, 3.7500e+01, 2.1627e+01, 4.5000e-02
1, 4, 3.7500e+01, 1.7404e+01, 7.7000e-02
1, 4, 3.7500e+01, 1.3903e+01, 1.3000e-01
1, 4, 3.7500e+01, 1.1192e+01, 2.1000e-01
1, 4, 3.7500e+01, 8.8039e+00, 3.5000e-01
1, 4, 3.7500e+01, 6.7703e+00, 6.0000e-01
1, 4, 3.7500e+01, 5.4013e+00, 9.5000e-01
1, 4, 3.7500e+01, 4.0141e+00, 1.7000e+00
1, 4, 3.7500e+01, 2.9947e+00, 3.0000e+00
1, 4, 3.7500e+01, 2.2390e+00, 5.1000e+00
1, 4, 3.7500e+01, 1.6837e+00, 8.3000e+00
1, 4, 3.7500e+01, 1.3326e+00, 1.2000e+01
1, 4, 3.7500e+01, 9.5849e-01, 1.9000e+01
1, 4, 3.7500e+01, 6.6403e-01, 3.0000e+01
1, 4, 3.7500e+01, 7.4755e+01, 5.0000e-04
1, 4, 3.7500e+01, 6.6776e+01, 1.0000e-03
1, 4, 3.7500e+01, 5.2524e+01, 3.0000e-03
1, 4, 3.7500e+01, 4.5822e+01, 5.0000e-03
1, 4, 3.7500e+01, 3.7163e+01, 1.0000e-02
1, 4, 3.7500e+01, 3.1760e+01, 1.6000e-02
1, 4, 3.7500e+01, 2.6311e+01, 2.7000e-02
1, 4, 3.7500e+01, 2.1627e+01, 4.5000e-02
1, 4, 3.7500e+01, 1.7404e+01, 7.7000e-02
1, 4, 3.7500e+01, 1.3903e+01, 1.3000e-01
1, 4, 3.7500e+01, 1.1192e+01, 2.1000e-01
1, 4, 3.7500e+01, 8.8039e+00, 3.5000e-01
1, 4, 3.7500e+01, 6.7703e+00, 6.0000e-01
1, 4, 3.7500e+01, 5.4013e+00, 9.5000e-01
1, 4, 3.7500e+01, 4.0141e+00, 1.7000e+00
1, 4, 3.7500e+01, 2.9947e+00, 3.0000e+00
1, 4, 3.7500e+01, 2.2390e+00, 5.1000e+00
1, 4, 3.7500e+01, 1.6837e+00, 8.3000e+00
1, 4, 3.7500e+01, 1.3326e+00, 1.2000e+01
1, 4, 3.7500e+01, 9.5849e-01, 1.9000e+01
1, 4, 3.7500e+01, 6.6403e-01, 3.0000e+01
1, 4, 3.7500e+01, 7.4755e+01, 5.0000e-04
1, 4, 3.7500e+01, 6.6776e+01, 1.0000e-03
1, 4, 3.7500e+01, 5.2524e+01, 3.0000e-03
1, 4, 3.7500e+01, 4.5822e+01, 5.0000e-03
1, 4, 3.7500e+01, 3.7163e+01, 1.0000e-02
1, 4, 3.7500e+01, 3.1760e+01, 1.6000e-02
1, 4, 3.7500e+01, 2.6311e+01, 2.7000e-02
1, 4, 3.7500e+01, 2.1627e+01, 4.5000e-02
1, 4, 3.7500e+01, 1.7404e+01, 7.7000e-02
1, 4, 3.7500e+01, 1.3903e+01, 1.3000e-01
1, 4, 3.7500e+01, 1.1192e+01, 2.1000e-01
1, 4, 3.7500e+01, 8.8039e+00, 3.5000e-01
1, 4, 3.7500e+01, 6.7703e+00, 6.0000e-01
1, 4, 3.7500e+01, 5.4013e+00, 9.5000e-01
1, 4, 3.7500e+01, 4.0141e+00, 1.7000e+00
1, 4, 3.7500e+01, 2.9947e+00, 3.0000e+00
1, 4, 3.7500e+01, 2.2390e+00, 5.1000e+00
1, 4, 3.7500e+01, 1.6837e+00, 8.3000e+00
1, 4, 3.7500e+01, 1.3326e+00, 1.2000e+01
1, 4, 3.7500e+01, 9.5849e-01, 1.9000e+01
1, 4, 3.7500e+01, 6.6403e-01, 3.0000e+01
1, 4, 3.7500e+01, 7.4755e+01, 5.0000e-04
1, 4, 3.7500e+01, 6.6776e+01, 1.0000e-03
1, 4, 3.7500e+01, 5.2524e+01, 3.0000e-03
1, 4, 3.7500e+01, 4.5822e+01, 5.0000e-03
1, 4, 3.7500e+01, 3.7163e+01, 1.0000e-02
1, 4, 3.7500e+01, 3.1760e+01, 1.6000e-02
1, 4, 3.7500e+01, 2.6311e+01, 2.7000e-02
1, 4, 3.7500e+01, 2.1627e+01, 4.5000e-02
1, 4, 3.7500e+01, 1.7404e+01, 7.7000e-02
1, 4, 3.7500e+01, 1.3903e+01, 1.3000e-01
1, 4, 3.7500e+01, 1.1192e+01, 2.1000e-01
1, 4, 3.7500e+01, 8.8039e+00, 3.5000e-01
1, 4, 3.7500e+01, 6.7703e+00, 6.0000e-01
1, 4, 3.7500e+01, 5.4013e+00, 9.5000e-01
1, 4, 3.7500e+01, 4.0141e+00, 1.7000e+00
1, 4, 3.7500e+01, 2.9947e+00, 3.0000e+00
1, 4, 3.7500e+01, 2.2390e+00, 5.1000e+00
1, 4, 3.7500e+01, 1.6837e+00, 8.3000e+00
1, 4, 3.7500e+01, 1.3326e+00, 1.2000e+01
1, 4, 3.7500e+01, 9.5849e-01, 1.9000e+01
1, 4, 3.7500e+01, 6.6403e-01, 3.0000e+01
1, 4, 3.7500e+01, 7.4755e+01, 5.0000e-04
1, 4, 3.7500e+01, 6.6776e+01, 1.0000e-03
1, 4, 3.7500e+01, 5.2524e+01, 3.0000e-03
1, 4, 3.7500e+01, 4.5822e+01, 5.0000e-03
1, 4, 3.7500e+01, 3.7163e+01, 1.0000e-02
1, 4, 3.7500e+01, 3.1760e+01, 1.6000e-02
1, 4, 3.7500e+01, 2.6311e+01, 2.7000e-02
1, 4, 3.7500e+01, 2.1627e+01, 4.5000e-02
1, 4, 3.7500e+01, 1.7404e+01, 7.7000e-02
1, 4, 3.7500e+01, 1.3903e+01, 1.3000e-01
1, 4, 3.7500e+01, 1.1192e+01, 2.1000e-01
1, 4, 3.7500e+01, 8.8039e+00, 3.5000e-01
1, 4, 3.7500e+01, 6.7703e+00, 6.0000e-01
1, 4, 3.7500e+01, 5.4013e+00, 9.5000e-01
1, 4, 3.7500e+01, 4.0141e+00, 1.7000e+00
1, 4, 3.7500e+01, 2.9947e+00, 3.0000e+00
1, 4, 3.7500e+01, 2.2390e+00, 5.1000e+00
1, 4, 3.7500e+01, 1.6837e+00, 8.3000e+00
1, 4, 3.7500e+01, 1.3326e+00, 1.2000e+01
1, 4, 3.7500e+01, 9.5849e-01, 1.9000e+01
1, 4, 3.7500e+01, 6.6403e-01, 3.0000e+01
1, 4, 3.7500e+01, 7.4755e+01, 5.0000e-04
1, 4, 3.7500e+01, 6.6776e+01, 1.0000e-03
1, 4, 3.7500e+01, 5.2524e+01, 3.0000e-03
1, 4, 3.7500e+01, 4.5822e+01, 5.0000e-03
1, 4, 3.7500e+01, 3.7163e+01, 1.0000e-02
1, 4, 3.7500e+01, 3.1760e+01, 1.6000e-02
1, 4, 3.7500e+01, 2.6311e+01, 2.7000e-02
1, 4, 3.7500e+01, 2.1627e+01, 4.5000e-02
1, 4, 3.7500e+01, 1.7404e+01, 7.7000e-02
1, 4, 3.7500e+01, 1.3903e+01, 1.3000e-01
1, 4, 3.7500e+01, 1.1192e+01, 2.1000e-01
1, 4, 3.7500e+01, 8.8039e+00, 3.5000e-01
1, 4, 3.7500e+01, 6.7703e+00, 6.0000e-01
1, 4, 3.7500e+01, 5.4013e+00, 9.5000e-01
1, 4, 3.7500e+01, 4.0141e+00, 1.7000e+00
1, 4, 3.7500e+01, 2.9947e+00, 3.0000e+00
1, 4, 3.7500e+01, 2.2390e+00, 5.1000e+00
1, 4, 3.7500e+01, 1.6837e+00, 8.3000e+00
1, 4, 3.7500e+01, 1.3326e+00, 1.2000e+01
1, 4, 3.7500e+01, 9.5849e-01, 1.9000e+01
1, 4, 3.7500e+01, 6.6403e-01, 3.0000e+01
1, 4, 3.7500e+01, 7.4755e+01, 5.0000e-04
1, 4, 3.7500e+01, 6.6776e+01, 1.0000e-03
1, 4, 3.7500e+01, 5.2524e+01, 3.0000e-03
1, 4, 3.7500e+01, 4.5822e+01, 5.0000e-03
1, 4, 3.7500e+01, 3.7163e+01, 1.0000e-02
1, 4, 3.7500e+01, 3.1760e+01, 1.6000e-02
1, 4, 3.7500e+01, 2.6311e+01, 2.7000e-02
1, 4, 3.7500e+01, 2.1627e+01, 4.5000e-02
1, 4, 3.7500e+01, 1.7404e+01, 7.7000e-02
1, 4, 3.7500e+01, 1.3903e+01, 1.3000e-01
1, 4, 3.7500e+01, 1.1192e+01, 2.1000e-01
1, 4, 3.7500e+01, 8.8039e+00, 3.5000e-01
1, 4, 3.7500e+01, 6.7703e+00, 6.0000e-01
1, 4, 3.7500e+01, 5.4013e+00, 9.5000e-01
1, 4, 3.7500e+01, 4.0141e+00, 1.7000e+00
1, 4, 3.7500e+01, 2.9947e+00, 3.0000e+00
1, 4, 3.7500e+01, 2.2390e+00, 5.1000e+00
1, 4, 3.7500e+01, 1.6837e+00, 8.3000e+00
1, 4, 3.7500e+01, 1.3326e+00, 1.2000e+01
1, 4, 3.7500e+01, 9.5849e-01, 1.9000e+01
1, 4, 3.7500e+01, 6.6403e-01, 3.0000e+01
1, 4, 3.7500e+01, 7.4755e+01, 5.0000e-04
1, 4, 3.7500e+01, 6.6776e+01, 1.0000e-03
1, 4, 3.7500e+01, 5.2524e+01, 3.0000e-03
1, 4, 3.7500e+01, 4.5822e+01, 5.0000e-03
1, 4, 3.7500e+01, 3.7163e+01, 1.0000e-02
1, 4, 3.7500e+01, 3.1760e+01, 1.6000e-02
1, 4, 3.7500e+01, 2.6311e+01, 2.7000e-02
1, 4, 3.7500e+01, 2.1627e+01, 4.5000e-02
1, 4, 3.7500e+01, 1.7404e+01, 7.7000e-02
1, 4, 3.7500e+01, 1.3903e+01, 1.3000e-01
1, 4, 3.7500e+01, 1.1192e+01, 2.1000e-01
1, 4, 3.7500e+01, 8.8039e+00, 3.5000e-01
1, 4, 3.7500e+01, 6.7703e+00, 6.0000e-01
1, 4, 3.7500e+01, 5.4013e+00, 9.5000e-01
1, 4, 3.7500e+01, 4.0141e+00, 1.7000e+00
1, 4, 3.7500e+01, 2.9947e+00, 3.0000e+00
1, 4, 3.7500e+01, 2.2390e+00, 5.1000e+00
1, 4, 3.7500e+01, 1.6837e+00, 8.3000e+00
1, 4, 3.7500e+01, 1.3326e+00, 1.2000e+01
1, 4, 3.7500e+01, 9.5849e-01, 1.9000e+01
1, 4, 3.7500e+01, 6.6403e-01, 3.0000e+01
1, 4, 3.7500e+01, 7.4755e+01, 5.0000e-04
1, 4, 3.7500e+01, 6.6776e+01, 1.0000e-03
1, 4, 3.7500e+01, 5.2524e+01, 3.0000e-03
1, 4, 3.7500e+01, 4.5822e+01, 5.0000e-03
1, 4, 3.7500e+01, 3.7163e+01, 1.0000e-02
1, 4, 3.7500e+01, 3.1760e+01, 1.6000e-02
1, 4, 3.7500e+01, 2.6311e+01, 2.7000e-02
1, 4, 3.7500e+01, 2.1627e+01, 4.5000e-02
1, 4, 3.7500e+01, 1.7404e+01, 7.7000e-02
1, 4, 3.7500e+01, 1.3903e+01, 1.3000e-01
1, 4, 3.7500e+01, 1.1192e+01, 2.1000e-01
1, 4, 3.7500e+01, 8.8039e+00, 3.5000e-01
1, 4, 3.7500e+01, 6.7703e+00, 6.0000e-01
1, 4, 3.7500e+01, 5.4013e+00, 9.5000e-01
1, 4, 3.7500e+01, 4.0141e+00, 1.7000e+00
1, 4, 3.7500e+01, 2.9947e+00, 3.0000e+00
1, 4, 3.7500e+01, 2.2390e+00, 5.1000e+00
1, 4, 3.7500e+01, 1.6837e+00, 8.3000e+00
1, 4, 3.7500e+01, 1.3326e+00, 1.2000e+01
1, 4, 3.7500e+01, 9.5849e-01, 1.9000e+01
1, 4, 3.7500e+01, 6.6403e-01, 3.0000e+01
1, 4, 3.7500e+01, 7.4755e+01, 5.0000e-04
1, 4, 3.7500e+01, 6.6776e+01, 1.0000e-03
1, 4, 3.7500e+01, 5.2524e+01, 3.0000e-03
1, 4, 3.7500e+01, 4.5822e+01, 5.0000e-03
1, 4, 3.7500e+01, 3.7163e+01, 1.0000e-02
1, 4, 3.7500e+01, 3.1760e+01, 1.6000e-02
1, 4, 3.7500e+01, 2.6311e+01, 2.7000e-02
